x;y;theta
8.11232;-0.988524;-0.578522
8.12697;-0.998119;-0.580903
8.14755;-1.01167;-0.584252
8.15301;-1.01529;-0.585143
8.1681;-1.02532;-0.587606
8.18531;-1.03681;-0.590419
8.1973;-1.04486;-0.592382
8.20359;-1.0491;-0.593413
8.22135;-1.06112;-0.596329
8.23363;-1.06947;-0.598346
8.24275;-1.0757;-0.599849
8.25182;-1.08191;-0.601343
8.25182;-1.08191;-0.601343
8.30077;-1.11579;-0.609436
8.31263;-1.12408;-0.611402
8.31263;-1.12408;-0.611402
8.33968;-1.14314;-0.615901
8.3491;-1.14982;-0.61747
8.36383;-1.16031;-0.619929
8.37565;-1.16876;-0.621904
8.38706;-1.17696;-0.623814
8.39583;-1.18328;-0.625283
8.4077;-1.19186;-0.627274
8.42298;-1.20297;-0.629843
8.43732;-1.21345;-0.632257
8.44315;-1.21772;-0.633239
8.4634;-1.23264;-0.636647
8.48085;-1.24558;-0.639574
8.49263;-1.25436;-0.641538
8.50991;-1.26731;-0.644375
8.52397;-1.2779;-0.646668
8.54144;-1.29113;-0.649478
8.5525;-1.29954;-0.651239
8.55825;-1.30393;-0.652153
8.5783;-1.31929;-0.655306
8.58695;-1.32594;-0.656661
8.605;-1.3399;-0.659473
8.61604;-1.34847;-0.661189
8.61904;-1.35081;-0.661657
8.63284;-1.36157;-0.663794
8.64666;-1.37241;-0.665926
8.65781;-1.38119;-0.667646
8.67421;-1.39415;-0.670171
8.69077;-1.40731;-0.672726
8.70173;-1.41606;-0.674416
8.71014;-1.42279;-0.675714
8.72418;-1.43407;-0.677884
8.73242;-1.44072;-0.679159
8.73832;-1.44548;-0.680071
8.74938;-1.45444;-0.681784
8.77474;-1.47511;-0.685721
8.78883;-1.48666;-0.687914
8.81132;-1.50521;-0.691421
8.81704;-1.50995;-0.692316
8.82537;-1.51687;-0.693619
8.83367;-1.52378;-0.694918
8.8613;-1.54691;-0.699229
8.87525;-1.55867;-0.701409
8.89204;-1.57289;-0.704029
8.89204;-1.57289;-0.704029
8.91933;-1.59616;-0.708289
8.93016;-1.60545;-0.709981
8.94401;-1.61738;-0.712144
8.94697;-1.61994;-0.712605
8.95224;-1.62449;-0.713422
8.97449;-1.64383;-0.71687
8.98279;-1.65106;-0.718148
9.00791;-1.6731;-0.721966
9.01361;-1.67812;-0.722831
9.02444;-1.68769;-0.724475
9.02444;-1.68769;-0.724475
9.05178;-1.71199;-0.72849
9.06785;-1.72636;-0.730837
9.07579;-1.73348;-0.731986
9.08942;-1.74576;-0.733948
9.11419;-1.76818;-0.737405
9.11419;-1.76818;-0.737405
9.13051;-1.78303;-0.739583
9.15702;-1.80731;-0.743046
9.16498;-1.81462;-0.744073
9.17257;-1.82161;-0.74504
9.18584;-1.83388;-0.746684
9.1961;-1.84338;-0.747927
9.20917;-1.85553;-0.749491
9.21727;-1.86307;-0.750421
9.21727;-1.86307;-0.750421
9.24574;-1.8897;-0.753392
9.26904;-1.91161;-0.755589
9.27955;-1.92151;-0.756527
9.28723;-1.92877;-0.75718
9.29529;-1.93638;-0.757825
9.30801;-1.94844;-0.758712
9.31569;-1.95572;-0.759205
9.32892;-1.96829;-0.759936
9.34675;-1.98524;-0.760732
9.36704;-2.00457;-0.76138
9.37432;-2.01151;-0.761582
9.37932;-2.01628;-0.761698
9.39178;-2.02816;-0.761989
9.39178;-2.02816;-0.761989
9.40393;-2.03976;-0.762094
9.41652;-2.05177;-0.762128
9.43674;-2.07107;-0.762113
9.45453;-2.08805;-0.76201
9.46736;-2.10029;-0.761915
9.48807;-2.12005;-0.761592
9.49586;-2.12748;-0.761455
9.50921;-2.1402;-0.761174
9.51712;-2.14773;-0.760996
9.52739;-2.15751;-0.760744
9.5406;-2.17008;-0.760396
9.54582;-2.17505;-0.760254
9.54582;-2.17505;-0.760254
9.57994;-2.20745;-0.759104
9.59348;-2.2203;-0.758629
9.61255;-2.23836;-0.757921
9.62084;-2.2462;-0.757606
9.62608;-2.25115;-0.757405
9.63966;-2.26398;-0.756883
9.65011;-2.27385;-0.75648
9.66306;-2.28607;-0.75598
9.6815;-2.30345;-0.755269
9.6815;-2.30345;-0.755269
9.71277;-2.33285;-0.754064
9.72606;-2.34532;-0.753553
9.73139;-2.35032;-0.753348
9.74692;-2.36488;-0.75275
9.75773;-2.375;-0.752335
9.76541;-2.38219;-0.752039
9.77351;-2.38976;-0.751728
9.78412;-2.39967;-0.751321
9.79492;-2.40976;-0.750906
9.82217;-2.43517;-0.74986
9.83023;-2.44267;-0.749552
9.84906;-2.46019;-0.74883
9.85964;-2.47002;-0.748424
9.87608;-2.48527;-0.747795
9.88394;-2.49256;-0.747494
9.89202;-2.50004;-0.747185
9.89747;-2.50509;-0.746977
9.90307;-2.51028;-0.746762
9.91903;-2.52504;-0.746152
9.9459;-2.54986;-0.745126
9.95133;-2.55486;-0.744919
9.97897;-2.58032;-0.743864
9.99271;-2.59296;-0.74334
10.0011;-2.60071;-0.743016
10.0121;-2.61078;-0.74259
10.0174;-2.61566;-0.742382
10.0314;-2.62845;-0.741826
10.0397;-2.6361;-0.741493
10.056;-2.65101;-0.74083
10.0645;-2.65875;-0.74048
10.0698;-2.66363;-0.740259
10.0812;-2.67404;-0.73978
10.1095;-2.6998;-0.738565
10.1181;-2.70767;-0.738188
10.1321;-2.72038;-0.737569
10.1405;-2.72804;-0.737191
10.1465;-2.73341;-0.736925
10.1629;-2.74834;-0.736169
10.1821;-2.76574;-0.735271
10.1932;-2.77569;-0.734748
10.2182;-2.79832;-0.733497
10.2235;-2.80305;-0.733232
10.2374;-2.81556;-0.732519
10.2485;-2.8256;-0.731932
10.2593;-2.83529;-0.731361
10.2705;-2.84529;-0.730767
10.2821;-2.85567;-0.730137
10.2928;-2.86524;-0.729545
10.3011;-2.8727;-0.729077
10.3127;-2.88307;-0.728426
10.329;-2.89752;-0.72748
10.3484;-2.91479;-0.726314
10.3595;-2.92471;-0.725632
10.365;-2.92953;-0.725297
10.3818;-2.94444;-0.724226
10.39;-2.9517;-0.723693
10.404;-2.96402;-0.72277
10.4121;-2.97117;-0.722224
10.4371;-2.99318;-0.720486
10.4396;-2.99534;-0.720315
10.4535;-3.0075;-0.719333
10.4646;-3.01728;-0.718536
10.4646;-3.01728;-0.718536
10.4926;-3.04173;-0.716507
10.5012;-3.04919;-0.715858
10.5123;-3.05882;-0.715004
10.521;-3.06634;-0.714331
10.5597;-3.09984;-0.711277
10.565;-3.10436;-0.710854
10.5764;-3.11418;-0.709937
10.5844;-3.12107;-0.709291
10.5953;-3.13038;-0.708418
10.6124;-3.14501;-0.707044
10.6151;-3.14734;-0.706825
10.6435;-3.17151;-0.704549
10.6685;-3.1928;-0.702539
10.677;-3.19997;-0.701861
10.6881;-3.20936;-0.700972
10.6962;-3.21614;-0.70033
10.7047;-3.2233;-0.699651
10.7212;-3.23715;-0.698337
10.7295;-3.24413;-0.697673
10.7654;-3.27414;-0.694816
10.7713;-3.27908;-0.694345
10.7854;-3.29079;-0.693226
10.7993;-3.30229;-0.692126
10.8079;-3.30945;-0.691441
10.8162;-3.31632;-0.690783
10.822;-3.32115;-0.69032
10.822;-3.32115;-0.69032
10.8504;-3.34448;-0.688079
10.8593;-3.35185;-0.68737
10.8649;-3.35642;-0.686931
10.8706;-3.36109;-0.68648
10.9024;-3.38708;-0.683972
10.9024;-3.38708;-0.683972
10.931;-3.41032;-0.681723
10.9365;-3.4148;-0.681289
10.9511;-3.42661;-0.680143
10.9628;-3.43606;-0.679225
10.974;-3.44515;-0.678341
10.9978;-3.46428;-0.676476
11.0094;-3.47359;-0.675568
11.0268;-3.48749;-0.67421
11.0268;-3.48749;-0.67421
11.0474;-3.5039;-0.672602
11.0646;-3.51762;-0.671257
11.0732;-3.52447;-0.670584
11.088;-3.53613;-0.669437
11.0994;-3.54515;-0.668549
11.1106;-3.55404;-0.667672
11.1163;-3.5585;-0.667233
11.1278;-3.56759;-0.666335
11.1488;-3.58402;-0.66471
11.1638;-3.59576;-0.663547
11.1785;-3.60729;-0.662402
11.1785;-3.60729;-0.662402
11.2046;-3.62759;-0.660381
11.2193;-3.63896;-0.659246
11.2249;-3.64336;-0.658806
11.2425;-3.65696;-0.657446
11.257;-3.66808;-0.656332
11.2825;-3.68775;-0.654357
11.2942;-3.69668;-0.653459
11.2999;-3.70101;-0.653023
11.2999;-3.70101;-0.653023
11.2999;-3.70101;-0.653023
11.2999;-3.70101;-0.653023
11.3345;-3.72745;-0.650356
11.3345;-3.72745;-0.650356
11.3345;-3.72745;-0.650356
11.3865;-3.76686;-0.646363
11.4062;-3.78171;-0.644854
11.4062;-3.78171;-0.644854
11.4062;-3.78171;-0.644854
11.4062;-3.78171;-0.644854
