x;y;theta
2.52688;-0.521453;-0.550917
2.52627;-0.529952;-0.555951
2.52436;-0.55348;-0.569897
2.52332;-0.564804;-0.576615
2.52189;-0.579184;-0.585152
2.52125;-0.585267;-0.588766
2.51962;-0.599784;-0.597396
2.5186;-0.608401;-0.602522
2.51679;-0.622831;-0.611114
2.51359;-0.646164;-0.625028
2.51051;-0.666611;-0.637244
2.50815;-0.681239;-0.645998
2.50712;-0.687364;-0.649666
2.50455;-0.702147;-0.658532
2.50293;-0.711098;-0.663906
2.50069;-0.722992;-0.671055
2.49781;-0.737596;-0.679857
2.49543;-0.749083;-0.686795
2.49353;-0.757906;-0.692139
2.48755;-0.783879;-0.707953
2.48541;-0.792683;-0.713329
2.48257;-0.804019;-0.720271
2.47963;-0.815366;-0.727239
2.47569;-0.829906;-0.736207
2.47308;-0.839197;-0.741957
2.46702;-0.859541;-0.754645
2.46257;-0.873753;-0.76356
2.45706;-0.890322;-0.774053
2.45306;-0.90188;-0.781414
2.44806;-0.915734;-0.790299
2.44294;-0.929361;-0.799099
2.43857;-0.94056;-0.806381
2.43857;-0.94056;-0.806381
2.43071;-0.959819;-0.819017
2.42119;-0.981932;-0.833673
2.4188;-0.987313;-0.837259
2.40762;-1.01164;-0.853594
2.40098;-1.02557;-0.863017
2.39711;-1.03349;-0.868402
2.39029;-1.04717;-0.877747
2.38498;-1.05756;-0.884883
2.38063;-1.06595;-0.890662
2.37379;-1.07885;-0.899603
2.36952;-1.08674;-0.905095
2.36388;-1.09702;-0.912272
2.35224;-1.1177;-0.926804
2.34635;-1.12789;-0.934012
2.33566;-1.14595;-0.946862
2.3235;-1.16587;-0.96116
2.31707;-1.17615;-0.968583
2.31079;-1.18604;-0.975761
2.30428;-1.19611;-0.983103
2.29626;-1.20832;-0.992054
2.29458;-1.21083;-0.993902
2.28276;-1.22832;-1.00683
2.27774;-1.23562;-1.01226
2.27598;-1.23815;-1.01414
2.25889;-1.26222;-1.03222
2.25047;-1.27376;-1.04098
2.24339;-1.2833;-1.04825
2.23648;-1.29246;-1.05528
2.23098;-1.29966;-1.06083
2.2256;-1.30664;-1.06622
2.20886;-1.32783;-1.08276
2.20085;-1.33772;-1.09056
2.18777;-1.35354;-1.10313
2.18018;-1.36255;-1.11035
2.16871;-1.3759;-1.12113
2.16299;-1.38245;-1.12645
2.15714;-1.38907;-1.13187
2.14959;-1.39752;-1.1388
2.14392;-1.40378;-1.14398
2.1379;-1.41037;-1.14944
2.12413;-1.42516;-1.16182
2.10845;-1.44157;-1.17572
2.10418;-1.44595;-1.17947
2.09414;-1.45615;-1.18824
2.08599;-1.46429;-1.19529
2.07784;-1.47232;-1.2023
2.07146;-1.47854;-1.20775
2.06066;-1.48889;-1.21692
2.05186;-1.49719;-1.22433
2.03623;-1.51163;-1.23736
2.02778;-1.51928;-1.24434
2.0187;-1.5274;-1.2518
2.0031;-1.54103;-1.26449
1.9918;-1.5507;-1.2736
1.98505;-1.5564;-1.27901
1.97355;-1.56595;-1.28817
1.96461;-1.57326;-1.29524
1.95781;-1.57874;-1.30059
1.95311;-1.5825;-1.30427
1.94386;-1.58981;-1.31149
1.91786;-1.6098;-1.33158
1.90121;-1.62216;-1.34428
1.88893;-1.63107;-1.35357
1.88149;-1.63639;-1.35917
1.87427;-1.64148;-1.36459
1.86229;-1.64982;-1.37353
1.85539;-1.65455;-1.37865
1.83584;-1.66767;-1.39307
1.82594;-1.67415;-1.40032
1.8064;-1.68666;-1.41453
1.7933;-1.69483;-1.42399
1.78559;-1.69956;-1.42952
1.77236;-1.70753;-1.43899
1.76505;-1.71187;-1.44419
1.7524;-1.71925;-1.45316
